id,district,address,total_price,price_per_meter,build_time,num_of_bedrooms,num_of_living_rooms,size,orientation,building_type,num_of_floors
1579,丰台,蒲黄榆二里,中价格,中高价格,1984,3,1,稍低价格,南 北,底层 ,6
1580,丰台,首开华润城,高价格,高价格,2018,3,1,中价格,南 北,中楼层 ,9
1581,丰台,蒲安东里,中高价格,中价格,2002,4,1,中价格,东南 北,中楼层 ,24
1582,丰台,大井南里,稍低价格,中价格,1990,2,1,低价格,南 北,中楼层 ,6
1583,丰台,新月家园,中价格,中价格,2002,3,1,中价格,南 北,低楼层 ,6
1584,丰台,建茗苑,中价格,中价格,2008,3,2,中价格,东南 西 北,高楼层 ,23
1585,丰台,五里店南里,稍低价格,稍低价格,1990,3,1,稍低价格,东 南 北,高楼层 ,6
1586,丰台,和义西里四区,稍低价格,中价格,1998,2,1,稍低价格,南 北,高楼层 ,6
1587,丰台,未来66,稍低价格,中价格,2004,1,1,低价格,东北,低楼层 ,22
1588,丰台,御景春天A区,稍低价格,中价格,2012,1,1,低价格,西,低楼层 ,25
1589,丰台,洋桥,稍低价格,中价格,1980,3,1,稍低价格,南 北,中楼层 ,5
1590,丰台,西局欣园南区,中价格,中高价格,2002,1,1,稍低价格,西,低楼层 ,17
1591,丰台,彩虹街区,中高价格,中高价格,2006,2,1,中价格,南 北,中楼层 ,14
1592,丰台,威尔夏大道,中高价格,中高价格,2006,3,1,中价格,南,底层 ,13
1593,丰台,永善里,中价格,中高价格,2005,2,1,稍低价格,西,高楼层 ,21
1594,丰台,南华小区,稍低价格,中价格,2000,2,1,稍低价格,南 北,顶层 ,6
1595,丰台,西安街甲2号,中价格,中高价格,1980,3,1,稍低价格,南 北,中楼层 ,6
1596,丰台,诚苑南里,稍低价格,稍低价格,2000,1,1,稍低价格,南 北,顶层 ,9
1597,丰台,六里桥10号院,稍低价格,中价格,1995,1,1,低价格,南,中楼层 ,6
1598,丰台,亿朋苑一区,中高价格,中价格,2005,2,1,中价格,南 北,中楼层 ,6
1599,丰台,草桥物业小区,中价格,中价格,1998,2,1,稍低价格,西北,高楼层 ,17
1600,丰台,万科中粮假日风景,中价格,中价格,2007,2,1,稍低价格,西南,底层 ,5
1601,丰台,南三环中路63号,稍低价格,中高价格,1988,1,1,低价格,南,中楼层 ,6
1602,丰台,富丰园小区,稍低价格,中价格,1998,3,1,稍低价格,南 北,高楼层 ,6
1603,丰台,城市芳庭,高价格,中高价格,2000,3,2,中高价格,西南,高楼层 ,20
1604,丰台,盛鑫嘉园,稍低价格,中高价格,2002,1,1,低价格,南,高楼层 ,22
1605,丰台,北京金茂府,高价格,高价格,2019,4,2,高价格,南 北,中楼层 ,21
1606,丰台,角门16号院,稍低价格,中价格,1995,2,1,稍低价格,东 南 北,中楼层 ,6
1607,丰台,怡海花园富泽园,中高价格,中价格,1998,3,1,中高价格,南 北,底层 ,7
1608,丰台,菊源南里,稍低价格,中价格,2003,1,1,稍低价格,南 北,高楼层 ,6
1609,丰台,东幸福街,中价格,中高价格,1988,2,1,低价格,南 北,中楼层 ,6
1610,丰台,东丽温泉,中价格,中价格,1990,3,1,中价格,东南,高楼层 ,18
1611,丰台,鼎立水岸家园,高价格,中高价格,2007,3,1,中高价格,西南,低楼层 ,18
1612,丰台,方宝苑,中价格,中价格,2000,2,1,中价格,南 北,中楼层 ,13
1613,丰台,开阳里三区,中价格,中高价格,2001,2,1,稍低价格,东南,低楼层 ,24
1614,丰台,慧时欣园,高价格,中价格,2003,3,2,高价格,南 北,高楼层 ,26
1615,丰台,看丹路10号院,稍低价格,中价格,1990,2,1,低价格,南 北,顶层 ,6
1616,丰台,新城市经典,中高价格,稍低价格,1999,5,2,高价格,东南 南 西南,顶层 ,18
1617,丰台,育仁里2号院,稍低价格,中价格,1997,2,1,稍低价格,南 北,高楼层 ,6
1618,丰台,世华水岸F区,中高价格,中高价格,2009,2,2,中价格,南 北,中楼层 ,14
1619,丰台,彩虹城三区,中价格,中价格,2005,2,1,稍低价格,南,低楼层 ,16
1620,丰台,枫泽园,中价格,中价格,2005,3,1,中价格,南 北,中楼层 ,6
1621,丰台,长安新城,稍低价格,中价格,2005,1,1,低价格,北,高楼层 ,28
1622,丰台,新华街二里,稍低价格,中价格,1995,2,1,低价格,南 北,高楼层 ,6
1623,丰台,远中悦麒,稍低价格,中价格,2006,1,0,低价格,北,高楼层 ,24
1624,丰台,金家村1号院,中价格,中价格,1990,3,1,稍低价格,南 北,顶层 ,6
1625,丰台,福顺里,中价格,中高价格,1998,2,1,稍低价格,西南,高楼层 ,20
1626,丰台,鑫兆雅园南区,中高价格,中高价格,2003,2,1,中价格,南 北,中楼层 ,6
1627,丰台,花园北里,低价格,稍低价格,1986,2,1,低价格,南 北,中楼层 ,6
1628,丰台,阳光花园,中高价格,中高价格,2009,2,1,稍低价格,南 北,顶层 ,19
1629,丰台,南宫雅苑一期,稍低价格,稍低价格,2006,2,2,稍低价格,南 北,低楼层 ,6
1630,丰台,马连道欣园东路,稍低价格,中高价格,1993,1,1,低价格,南,中楼层 ,6
1631,丰台,珠江骏景中区,中价格,中高价格,2002,1,1,稍低价格,西北 北 东北,顶层 ,24
1632,丰台,花椒树社区,稍低价格,中价格,1990,2,1,稍低价格,南,中楼层 ,18
1633,丰台,苗圃东里,稍低价格,中价格,1998,2,1,稍低价格,西南,低楼层 ,22
1634,丰台,富卓苑,稍低价格,中价格,2000,2,1,低价格,南 北,顶层 ,6
1635,丰台,紫芳园三区,中价格,中高价格,2007,1,1,稍低价格,东 南,低楼层 ,19
1636,丰台,新华街六里,稍低价格,中价格,1994,2,1,稍低价格,南 北,中楼层 ,6
1637,丰台,右外西三条,稍低价格,中高价格,1980,2,1,低价格,南,高楼层 ,6
1638,丰台,卢沟桥北里,低价格,稍低价格,1985,2,1,低价格,南 北,中楼层 ,5
1639,丰台,百合园,中价格,中高价格,1998,2,1,稍低价格,东,低楼层 ,22
1640,丰台,珠江御景,中价格,稍低价格,2006,3,2,中高价格,南 北,中楼层 ,6
1641,丰台,名都家苑,高价格,中高价格,2006,2,2,中价格,南 北,高楼层 ,13
1642,丰台,万科紫台,高价格,中高价格,2007,3,1,高价格,南 北,低楼层 ,17
1643,丰台,筑梦园,中高价格,中高价格,2004,2,1,中价格,东南,高楼层 ,23
1644,丰台,北大街南里,稍低价格,中高价格,1980,2,1,低价格,南 北,高楼层 ,6
1645,丰台,建邦华府,中高价格,中高价格,2010,2,2,中价格,南,顶层 ,13
1646,丰台,华源新第,中高价格,中价格,2000,3,2,中高价格,东 西北,中楼层 ,21
1647,丰台,保利欣苑,中高价格,中高价格,2004,3,2,中价格,南 北,中楼层 ,9
1648,丰台,天骄俊园9号院,稍低价格,中价格,2012,1,1,低价格,南,顶层 ,15
1649,丰台,建设三里,低价格,稍低价格,1999,2,1,稍低价格,南 北,高楼层 ,6
1650,丰台,春园,稍低价格,中价格,1999,2,1,稍低价格,东南,中楼层 ,24
1651,丰台,御景春天C区,稍低价格,中价格,2012,1,1,低价格,东,高楼层 ,21
1652,丰台,马家堡33号院,中价格,中价格,1990,3,1,稍低价格,南 北,中楼层 ,6
1653,丰台,枫竹苑二区,中高价格,中高价格,2003,2,1,中价格,西南,低楼层 ,16
1654,丰台,海户西里31号院,稍低价格,中价格,1988,2,1,低价格,南 北,顶层 ,6
1655,丰台,金泰城丽湾,高价格,高价格,2008,2,2,中价格,南,高楼层 ,18
1656,丰台,西四环南路32号,稍低价格,中价格,1979,2,1,低价格,东,底层 ,5
1657,丰台,宜兰园,中价格,稍低价格,2002,3,2,中价格,南 北,顶层 ,6
1658,丰台,宜兰园三区,中价格,中价格,2009,2,1,中价格,南 北,低楼层 ,11
1659,丰台,三角地,稍低价格,中价格,1962,2,1,低价格,南,中楼层 ,5
1660,丰台,万源南里,稍低价格,中价格,1994,2,1,低价格,南 北,低楼层 ,6
1661,丰台,横一条甲18号院,中价格,中价格,2010,3,1,稍低价格,南 北,低楼层 ,21
1662,丰台,莲花池南里,稍低价格,中高价格,1988,2,1,低价格,南 北,底层 ,6
1663,丰台,蒲黄榆三里,中价格,中高价格,1987,3,1,稍低价格,南 北,高楼层 ,12
1664,丰台,和光里,中价格,中价格,2005,2,1,稍低价格,南 北,中楼层 ,16
1665,丰台,政洋家园,稍低价格,中价格,2000,1,1,低价格,南,底层 ,18
1666,丰台,西罗园二区,中价格,中价格,1994,3,1,稍低价格,南 北,低楼层 ,24
1667,丰台,芳城东里,中价格,中高价格,1995,4,1,中价格,南 北,高楼层 ,7
1668,丰台,西局欣园北区,高价格,高价格,2007,3,2,中高价格,南 北,低楼层 ,14
1669,丰台,宝汇苑,中价格,稍低价格,2000,3,2,高价格,南 北,中楼层 ,24
1670,丰台,中体奥林匹克花园三期,高价格,稍低价格,2007,4,3,高价格,南 北,底层 ,3
1671,丰台,梅源里小区,中价格,中价格,1997,3,1,稍低价格,东北,中楼层 ,17
1672,丰台,久敬佳园一区,稍低价格,中价格,2007,2,1,稍低价格,南 北,顶层 ,6
1673,丰台,新华街三里,中价格,中价格,2007,2,1,稍低价格,东 西,高楼层 ,14
1674,丰台,青塔秀园,中高价格,中价格,2000,2,1,中高价格,西南,低楼层 ,18
1675,丰台,郑王坟212号院,稍低价格,中价格,1985,2,1,低价格,南 北,低楼层 ,6
1676,丰台,三环新城4号院,中高价格,中高价格,2007,2,1,中价格,东南,低楼层 ,6
1677,丰台,草桥欣园20号院,中高价格,中高价格,1998,3,2,中价格,南 北,中楼层 ,6
1678,丰台,翠海明苑,稍低价格,中价格,2005,1,1,低价格,南 北,中楼层 ,5
1679,丰台,冠军楼,中价格,中价格,1999,2,1,稍低价格,西南,高楼层 ,24
1680,丰台,建欣苑二里,中价格,中价格,2000,2,1,稍低价格,南 北,中楼层 ,6
1681,丰台,南大元300号院,稍低价格,中价格,1992,2,1,低价格,南 北,中楼层 ,6
1682,丰台,恋日嘉园一期,中高价格,中高价格,2001,2,1,中价格,南 北,高楼层 ,17
1683,丰台,自然美,中价格,中价格,2005,2,1,中价格,西,高楼层 ,25
1684,丰台,洋桥西里,稍低价格,中价格,1990,3,1,稍低价格,南 北,中楼层 ,5
1685,丰台,丰卉家园,稍低价格,中价格,2002,2,1,稍低价格,南,中楼层 ,7
1686,丰台,天龙华鹤,稍低价格,稍低价格,2008,2,1,稍低价格,西南,中楼层 ,29
1687,丰台,建欣苑四里,稍低价格,中价格,1999,2,1,稍低价格,南 北,高楼层 ,6
1688,丰台,东山坡二里,低价格,中价格,1993,1,1,低价格,南,中楼层 ,5
1689,丰台,菜户营11号院,稍低价格,中高价格,1983,2,1,低价格,南 北,中楼层 ,5
1690,丰台,彩虹家园,稍低价格,中价格,2013,2,1,稍低价格,南,低楼层 ,20
1691,丰台,万润风景,中高价格,中高价格,2006,2,1,稍低价格,南 北,中楼层 ,14
1692,丰台,角门9号院,中价格,中高价格,1998,2,1,稍低价格,南 北,中楼层 ,10
1693,丰台,金胜嘉谊家园,高价格,中高价格,2017,3,2,中高价格,东 西,低楼层 ,18
1694,丰台,五爱屯东街64号院,低价格,中价格,1986,1,1,低价格,南 北,中楼层 ,6
1695,丰台,蒲黄榆五巷,稍低价格,中价格,1992,2,1,低价格,东 西,底层 ,6
1696,丰台,顶秀欣园东苑,中价格,中价格,2006,2,1,稍低价格,西南,中楼层 ,21
1697,丰台,园博嘉园,稍低价格,中价格,2015,1,0,低价格,东南,底层 ,15
1698,丰台,马家堡67号院,稍低价格,中价格,1998,1,1,低价格,东,低楼层 ,18
1699,丰台,政怡家园,稍低价格,中价格,2006,1,1,稍低价格,西,高楼层 ,15
1700,丰台,恒松园,中价格,中高价格,1998,2,1,稍低价格,东南,高楼层 ,24
1701,丰台,世嘉丽晶,稍低价格,中价格,2005,2,1,稍低价格,南 北,高楼层 ,6
1702,丰台,中体奥林匹克花园二期,稍低价格,中价格,2007,1,1,低价格,南,底层 ,6
1703,丰台,北大地三里16号院,中价格,中价格,2005,4,1,中价格,南 北,中楼层 ,5
1704,丰台,葛村西里,稍低价格,中价格,1974,2,1,低价格,南 北,中楼层 ,4
1705,丰台,玺萌鹏苑,稍低价格,中高价格,2002,1,0,低价格,北,中楼层 ,24
1706,丰台,方泽园,中价格,中价格,2004,2,1,稍低价格,南 北,低楼层 ,16
1707,丰台,汇丰家园,中高价格,中高价格,2002,3,1,中价格,南 北,中楼层 ,7
1708,丰台,新华街七里,稍低价格,中价格,2000,2,1,稍低价格,南,中楼层 ,24
1709,丰台,日新家园,稍低价格,稍低价格,1998,3,1,中价格,东 西,高楼层 ,14
1710,丰台,静馨嘉苑,中价格,中价格,2002,2,1,稍低价格,东,低楼层 ,17
1711,丰台,天兴家园,稍低价格,中价格,2012,1,1,低价格,东 西,中楼层 ,25
1712,丰台,风景club,高价格,中高价格,2007,3,2,中高价格,南 北,低楼层 ,12
1713,丰台,城市涧,稍低价格,中高价格,2011,1,0,低价格,西北,中楼层 ,9
1714,丰台,建工北国,稍低价格,中价格,1998,3,1,稍低价格,东 西,高楼层 ,14
1715,丰台,开阳里四区,稍低价格,中高价格,1988,1,1,低价格,南,低楼层 ,6
1716,丰台,四方景园一区,中价格,中价格,2005,2,2,中价格,西南,顶层 ,20
1717,丰台,蒲黄榆四里,稍低价格,中价格,1990,2,1,低价格,东北,高楼层 ,6
1718,丰台,角门13号院,稍低价格,中价格,1995,2,1,稍低价格,南 北,顶层 ,6
1719,丰台,未来上层,中高价格,中高价格,2005,2,1,中价格,南 北,中楼层 ,13
1720,丰台,政馨园三区,中价格,中高价格,2003,2,1,稍低价格,南,高楼层 ,12
1721,丰台,大井东里,稍低价格,中价格,1995,2,1,稍低价格,南 北,中楼层 ,6
1722,丰台,角门12号院,中价格,中价格,2000,2,1,稍低价格,南,高楼层 ,15
1723,丰台,六里桥7号院,稍低价格,中高价格,1988,1,1,低价格,南,顶层 ,6
1724,丰台,恋日花都,中价格,中高价格,2006,2,1,稍低价格,东 北,中楼层 ,17
1725,丰台,林栖园,中价格,中价格,2006,2,2,中价格,南 北,顶层 ,6
1726,丰台,赵公口小区,稍低价格,中价格,1992,1,1,低价格,南,顶层 ,6
1727,丰台,7克拉,低价格,稍低价格,2012,1,1,低价格,东,低楼层 ,11
1728,丰台,新华街四里,中价格,中价格,1996,3,2,中价格,东 西 北,高楼层 ,6
1729,丰台,圣淘沙,中高价格,中高价格,2007,2,1,中价格,南 北,高楼层 ,12
1730,丰台,京艺新地,中价格,中价格,2004,2,1,中价格,南 北,顶层 ,6
1731,丰台,南方庄69号院,稍低价格,中价格,1994,2,1,低价格,南 北,中楼层 ,6
1732,丰台,新华街东升地28号院,稍低价格,中价格,1989,2,1,低价格,南,低楼层 ,6
1733,丰台,芳星园一区,高价格,中高价格,1992,3,2,中价格,东南,高楼层 ,25
1734,丰台,同馨家园,中价格,中价格,2011,3,1,稍低价格,南 北,中楼层 ,6
1735,丰台,四方景园四区,中价格,中价格,2006,2,1,中价格,南 西,底层 ,18
1736,丰台,汇达公寓,中高价格,中价格,2000,3,1,中高价格,南,高楼层 ,26
1737,丰台,马家堡路29号院,稍低价格,中价格,1993,3,1,稍低价格,西北,低楼层 ,18
1738,丰台,贾家花园甲1号院,稍低价格,中高价格,1996,1,1,低价格,东 西,高楼层 ,6
1739,丰台,庄维多摩市三期,中价格,中高价格,2006,2,1,稍低价格,东南,中楼层 ,22
1740,丰台,新村二里,稍低价格,中价格,1990,1,1,低价格,南,顶层 ,6
1741,丰台,翠林二里,稍低价格,中价格,1996,2,1,稍低价格,南 北,中楼层 ,6
1742,丰台,翠林三里,稍低价格,中价格,1996,1,1,低价格,南,顶层 ,6
1743,丰台,大红门东门里,稍低价格,中高价格,1995,1,1,低价格,西南,顶层 ,6
1744,丰台,角门11号院,稍低价格,中价格,1998,2,1,稍低价格,南,中楼层 ,18
1745,丰台,南宫雅苑二期,稍低价格,稍低价格,2005,2,1,稍低价格,南 北,顶层 ,5
1746,丰台,棉花城,高价格,中高价格,2002,4,2,高价格,南 北,底层 ,3
1747,丰台,京粮悦谷首城,中价格,中价格,2019,2,1,稍低价格,南,低楼层 ,17
1748,丰台,光明里,低价格,稍低价格,1977,2,1,低价格,北 南 东,中楼层 ,5
1749,丰台,嘉园三里,稍低价格,中价格,1997,1,1,低价格,西,底层 ,12
1750,丰台,晓月苑一里,稍低价格,中价格,1997,2,1,稍低价格,南 北,中楼层 ,6
1751,丰台,枫南世嘉,稍低价格,中高价格,2007,1,0,低价格,南,中楼层 ,13
1752,丰台,定安西里,稍低价格,中价格,1988,3,1,稍低价格,南 北,中楼层 ,6
1753,丰台,东大街西里,稍低价格,中价格,1990,2,1,低价格,西 东,中楼层 ,6
1754,丰台,韩庄子小区,稍低价格,中价格,2008,1,1,稍低价格,北,顶层 ,24
1755,丰台,玺萌丽苑,中价格,中价格,2001,2,2,中价格,西北,中楼层 ,24
1756,丰台,长馨园,稍低价格,稍低价格,2013,3,1,中价格,南 北,底层 ,15
1757,丰台,洋桥72号院,稍低价格,中价格,1992,2,1,低价格,南 北,中楼层 ,6
1758,丰台,海户西里34号院,稍低价格,中价格,1999,2,1,稍低价格,西北,中楼层 ,18
1759,丰台,玉林东里二区,中高价格,中高价格,1990,3,1,稍低价格,南 西 北,中楼层 ,6
1760,丰台,贾家花园15号院,中高价格,中高价格,2009,2,1,中价格,南 北,中楼层 ,27
1761,丰台,益辰欣园,中价格,中价格,2002,2,1,中价格,南 北,中楼层 ,11
1762,丰台,南苑北里一区,稍低价格,稍低价格,1997,2,1,稍低价格,东 西,高楼层 ,6
1763,丰台,大灰厂小区,低价格,稍低价格,1998,3,1,低价格,南 北,底层 ,6
1764,丰台,金泰城迷你,稍低价格,中高价格,2008,1,1,低价格,西北,高楼层 ,22
1765,丰台,金家村288号院,中价格,中高价格,1996,2,1,稍低价格,北 南,底层 ,6
1766,丰台,丰开苑,稍低价格,中价格,1998,1,1,稍低价格,南 北,顶层 ,18
1767,丰台,彩虹城一区,中价格,中高价格,2003,2,1,稍低价格,西南,低楼层 ,22
1768,丰台,成寿寺路,中价格,中价格,1999,3,1,中价格,东 西,高楼层 ,7
1769,丰台,日月天地,中价格,中价格,2004,2,1,中价格,北,低楼层 ,28
1770,丰台,尚西泊图,中价格,中高价格,2004,1,1,稍低价格,西北,中楼层 ,24
1771,丰台,京华苑,中价格,中价格,2000,2,1,中价格,西南,中楼层 ,20
1772,丰台,海户屯,稍低价格,中价格,1990,2,1,低价格,南 北,顶层 ,6
1773,丰台,方庄公馆,高价格,中高价格,2014,3,1,中高价格,南 北,底层 ,12
1774,丰台,开阳里七区,中价格,中高价格,2002,2,1,稍低价格,南 北,高楼层 ,6
1775,丰台,张仪村4号院,稍低价格,稍低价格,1994,1,1,低价格,东 西,高楼层 ,6
1776,丰台,华源二里,高价格,中高价格,2005,3,1,中高价格,东南 北,低楼层 ,25
1777,丰台,右外西头条6号院,稍低价格,中高价格,1989,2,1,低价格,东 西,低楼层 ,6
1778,丰台,卢沟桥南里甲八号院,稍低价格,中价格,2000,2,1,稍低价格,南 北,高楼层 ,6
1779,丰台,造甲南里5号院,稍低价格,中高价格,1991,2,1,低价格,南 北,顶层 ,6
1780,丰台,开阳里东巷24号院,稍低价格,中高价格,1989,2,1,低价格,南 北,中楼层 ,6
1781,丰台,芳星园二区,中价格,中高价格,1992,2,1,稍低价格,西北,高楼层 ,25
1782,丰台,南三环中路71号院,稍低价格,中价格,1990,2,1,稍低价格,东 西北,中楼层 ,20
1783,丰台,东滨河路2号院,中价格,中高价格,1997,2,1,稍低价格,南 北,底层 ,16
1784,丰台,芳古园二区,稍低价格,中高价格,1992,1,1,低价格,南 北,低楼层 ,11
1785,丰台,东大街35号院,稍低价格,中价格,1990,2,1,稍低价格,东 西,中楼层 ,6
1786,丰台,正邦嘉园二期,中价格,中价格,2004,2,1,稍低价格,东 北,低楼层 ,24
1787,丰台,丰管路甲52号院,稍低价格,中价格,2013,1,1,稍低价格,西北,低楼层 ,19
1788,丰台,泽信公馆,高价格,高价格,2018,2,2,中价格,南 北,中楼层 ,11
1789,丰台,嘉莲苑,中价格,中高价格,2000,1,1,稍低价格,西南,低楼层 ,22
1790,丰台,西山甲一号,高价格,中价格,2017,4,2,中高价格,南 北,低楼层 ,19
1791,丰台,欣园小区,中价格,中高价格,1996,3,1,稍低价格,南 北,低楼层 ,6
1792,丰台,莲馨嘉园,高价格,中高价格,2002,3,1,中高价格,东南,低楼层 ,21
1793,丰台,恒富中街7号院,中价格,中价格,1996,2,1,稍低价格,南 北,底层 ,6
1794,丰台,新华街八里,中价格,中价格,2002,2,1,中价格,东北,低楼层 ,23
1795,丰台,大红门南里,稍低价格,中价格,1989,2,1,低价格,南 北,高楼层 ,6
1796,丰台,玉林东里一区,稍低价格,中价格,1992,1,1,低价格,东南,低楼层 ,6
1797,丰台,新华街一里,稍低价格,中价格,1992,2,1,低价格,南 北,低楼层 ,6
1798,丰台,嘉丽园,稍低价格,中价格,2001,1,1,低价格,东,高楼层 ,24
1799,丰台,建欣苑六里,中价格,中价格,2007,2,1,中价格,南 北,中楼层 ,16
1800,丰台,南方庄甲70号院,稍低价格,中价格,1993,2,1,稍低价格,东 南 西,高楼层 ,6
1801,丰台,顺四条甲20号院,中价格,中价格,1999,2,1,稍低价格,东 西,低楼层 ,6
1802,丰台,宝丰大厦,中价格,中价格,1997,3,1,中价格,西南,高楼层 ,18
1803,丰台,青塔东里10号院,稍低价格,中高价格,1995,3,1,低价格,南 北,低楼层 ,6
1804,丰台,保温段,稍低价格,中价格,1982,3,1,低价格,南 北,中楼层 ,6
1805,丰台,开阳里一区,中价格,中高价格,1980,3,1,稍低价格,南 北,中楼层 ,6
1806,丰台,电报局街,稍低价格,中高价格,1980,2,1,低价格,南 北,高楼层 ,6
1807,丰台,鑫融皓月,中价格,中价格,2008,2,1,稍低价格,南 北,中楼层 ,6
1808,丰台,菊源里,稍低价格,中价格,2002,2,1,稍低价格,东 南 北,顶层 ,6
1809,丰台,方南家园二期,中高价格,中价格,2004,2,1,中价格,东南,高楼层 ,24
1810,丰台,恒富中街4号院,稍低价格,中价格,1998,1,1,低价格,南 北,顶层 ,6
1811,丰台,天下儒寓,稍低价格,中价格,2005,1,1,低价格,西南,高楼层 ,28
1812,丰台,马家堡路8号院,稍低价格,中价格,1992,2,1,稍低价格,南,高楼层 ,6
1813,丰台,世华水岸C区,高价格,中高价格,2009,3,1,中高价格,南 北,中楼层 ,15
1814,丰台,玉安园,中高价格,中价格,2003,3,1,中高价格,南,低楼层 ,18
1815,丰台,崔村二里,低价格,稍低价格,1983,2,1,低价格,南 北,顶层 ,5
1816,丰台,福海小区,中价格,中高价格,2004,2,1,稍低价格,南 北,顶层 ,14
1817,丰台,苗圃西里,稍低价格,中价格,1985,2,1,低价格,东,中楼层 ,5
1818,丰台,精图小区55号院,中价格,中价格,1990,3,1,稍低价格,南 北,中楼层 ,6
1819,丰台,莲花池西里6号院,中高价格,中高价格,1995,3,1,中价格,东 西,低楼层 ,12
1820,丰台,京粮悦谷首城南区,中高价格,中高价格,2019,3,1,中价格,南 北,中楼层 ,16
1821,丰台,七里庄路,稍低价格,中价格,1990,2,1,低价格,南 北,中楼层 ,6
1822,丰台,海户西里32号院,稍低价格,中高价格,1997,1,1,低价格,南,高楼层 ,6
1823,丰台,鑫福里小区,中价格,中价格,1998,2,2,稍低价格,南 北,顶层 ,6
1824,丰台,果园小区,稍低价格,中高价格,1990,1,1,低价格,北,中楼层 ,18
1825,丰台,建欣苑五里,中价格,中价格,2004,2,1,稍低价格,南 北,低楼层 ,6
1826,丰台,益丰园,中价格,中价格,2005,3,1,中价格,南 东北,高楼层 ,16
1827,丰台,角门2号院,稍低价格,中价格,1995,1,1,稍低价格,东 北,低楼层 ,14
1828,丰台,东高地,稍低价格,中价格,1990,2,1,低价格,南 北,顶层 ,6
1829,丰台,彩虹城五区,稍低价格,中高价格,2005,1,1,低价格,东南,低楼层 ,10
1830,丰台,北大地二里,中价格,中高价格,1989,2,1,稍低价格,南 北,高楼层 ,6
1831,丰台,园博府,高价格,中价格,2014,4,2,高价格,南 北,中楼层 ,18
1832,丰台,福臻家园,中价格,中价格,2008,1,1,稍低价格,西,高楼层 ,16
1833,丰台,迦南大厦,中高价格,中价格,2000,2,2,中高价格,西北,中楼层 ,26
1834,丰台,西府颐园,中价格,中高价格,2010,2,1,稍低价格,南,低楼层 ,21
1835,丰台,清水湾嘉园,稍低价格,中价格,2012,2,1,稍低价格,南 西,低楼层 ,18
1836,丰台,南极星,稍低价格,中价格,2001,1,1,稍低价格,南,低楼层 ,24
1837,丰台,和义东里六区,稍低价格,中价格,1995,3,1,稍低价格,南 北,顶层 ,6
1838,丰台,大红门西后街,稍低价格,中价格,1980,2,1,低价格,南 北,高楼层 ,6
1839,丰台,桃源里,稍低价格,中价格,1994,2,1,稍低价格,东 西,中楼层 ,6
1840,丰台,富锦嘉园五区,中高价格,中价格,2008,2,2,中价格,南 北,底层 ,6
1841,丰台,丰泽居一号院,中价格,中价格,1993,3,1,稍低价格,南 北,顶层 ,6
1842,丰台,祥和苑,中高价格,中高价格,1999,2,1,中价格,南 北,低楼层 ,14
1843,丰台,成寿寺路25号院,中价格,中价格,2000,2,1,中价格,南 西,高楼层 ,25
1844,丰台,崔村一里,低价格,稍低价格,1994,2,1,低价格,南 北,顶层 ,6
1845,丰台,开阳里五区,中价格,中高价格,2001,2,1,稍低价格,东 西,中楼层 ,6
1846,丰台,丰台南路130号,稍低价格,中价格,1985,2,1,低价格,东,顶层 ,5
1847,丰台,建设一里,稍低价格,稍低价格,1995,2,1,稍低价格,南 北,顶层 ,6
1848,丰台,苇子坑甲1号院,稍低价格,中价格,1996,2,1,低价格,南,顶层 ,6
1849,丰台,方安苑,中价格,中价格,2001,2,1,稍低价格,西北,中楼层 ,24
1850,丰台,横五条2号院,稍低价格,中高价格,1985,2,1,低价格,南,高楼层 ,6
1851,丰台,贾家花园小区,稍低价格,中价格,1988,3,1,稍低价格,南,高楼层 ,14
1852,丰台,程庄路68号院,稍低价格,中价格,1995,2,1,低价格,南 北,底层 ,6
1853,丰台,同仁园,中价格,中价格,2000,2,2,中价格,南 北,底层 ,7
1854,丰台,永兴里,低价格,稍低价格,1990,2,1,低价格,东,中楼层 ,6
1855,丰台,开阳里八区,中高价格,中高价格,2003,2,1,中价格,南 北,低楼层 ,6
1856,丰台,马家堡路23号院,稍低价格,中价格,1992,2,1,低价格,东北,底层 ,18
1857,丰台,景馨园,高价格,中高价格,2004,2,1,中高价格,南 北,中楼层 ,7
1858,丰台,顺五条,稍低价格,中价格,1998,1,1,低价格,南,低楼层 ,6
1859,丰台,晓月苑北里,稍低价格,中价格,2000,2,1,稍低价格,南 北,低楼层 ,6
1860,丰台,刘家村126号院,中价格,中高价格,1998,3,2,稍低价格,南 北,中楼层 ,6
1861,丰台,晓月苑三里,稍低价格,中价格,1998,1,1,低价格,南,中楼层 ,6
1862,丰台,东瑞丽景,中高价格,中高价格,2007,3,1,中高价格,南,高楼层 ,18
1863,丰台,和风四季,稍低价格,中价格,2007,1,1,低价格,东南,中楼层 ,21
1864,丰台,育芳园东里,中价格,中价格,1993,3,2,中价格,南 北,顶层 ,5
1865,丰台,看丹路4号院,稍低价格,中价格,1985,1,1,低价格,南,高楼层 ,6
1866,丰台,金容苑,高价格,中高价格,2003,3,2,高价格,南 北,中楼层 ,6
1867,丰台,丰台南路108号院,稍低价格,中价格,1995,2,1,稍低价格,东 西,中楼层 ,6
1868,丰台,时代风帆大厦,稍低价格,中价格,2002,1,1,稍低价格,北,顶层 ,24
1869,丰台,南三环中路65号,稍低价格,中价格,1988,2,1,稍低价格,东 北,顶层 ,16
